id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
227,南益名士华庭四期(海棠苑),塘沽,133,14983元/平米,2室2厅1厨1卫,高楼层 (共33层),88.77㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-13,商品房,2021-06-04,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
228,万科金域蓝湾,开发区,238,16993元/平米,3室2厅1厨2卫,中楼层 (共33层),140.06㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-02,商品房,2015-09-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
229,通达新苑,河北,95,16307元/平米,1室1厅1厨1卫,低楼层 (共28层),58.26㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯八户,集中供暖,有,2023-06-15,商品房,2013-08-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
230,万科金域蓝湾,开发区,255,17254元/平米,3室2厅1厨2卫,中楼层 (共33层),147.8㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-04-07,商品房,2017-04-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
231,九和府,红桥,289,23988元/平米,3室2厅1厨2卫,低楼层 (共7层),120.48㎡,平层,暂无数据,暂无数据,南 北,未知结构,精装,一梯两户,暂无数据,暂无数据,2023-06-09,商品房,2021-08-01,普通住宅,未满两年,非共有,"
                                有抵押 100万元 中国建设银行 业主自还
                              ",已上传房本照片
232,瑞晨家园,北辰,119,12555元/平米,2室1厅1厨1卫,低楼层 (共24层),94.79㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-04,经济适用房,2019-06-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
233,瑞光里,河东,85,17687元/平米,2室1厅1厨1卫,低楼层 (共6层),48.06㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-03-31,商品房,2016-12-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
234,晓镇家园,塘沽,78,9813元/平米,2室1厅1厨1卫,高楼层 (共34层),79.49㎡,平层,暂无数据,板楼,西北,钢混结构,精装,四梯八户,集中供暖,有,2023-06-09,商品房,2016-06-09,普通住宅,满五年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片
235,云江新苑,河西,164,28311元/平米,1室1厅1厨1卫,低楼层 (共18层),57.93㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯六户,集中供暖,有,2023-06-08,经济适用房,2018-05-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
236,华城领秀睦华里,红桥,285,31572元/平米,2室1厅1厨1卫,低楼层 (共16层),90.27㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,集中供暖,有,2023-03-22,商品房,2012-05-23,普通住宅,满五年,非共有,"
                                有抵押 200万元 金融公司垫资
                              ",已上传房本照片
237,鸿坤原乡郡,武清,165,12778元/平米,3室2厅1厨2卫,中楼层 (共22层),129.13㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-10,商品房,2018-04-11,普通住宅,满五年,共有,"
                                有抵押 津房置业
                              ",已上传房本照片
238,卫津南路112号,南开,176,20824元/平米,3室1厅1厨1卫,中楼层 (共6层),84.52㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯三户,集中供暖,无,2023-06-07,商品房,2011-07-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
239,河东融科瀚棠,河东,248,25155元/平米,2室2厅1厨1卫,中楼层 (共29层),98.59㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-06-07,商品房,2019-09-04,普通住宅,满两年,非共有,"
                                有抵押 60万元 自己清尾
                              ",已上传房本照片
240,天津海航城,宁河,94,7598元/平米,3室1厅1厨1卫,中楼层 (共7层),123.72㎡,平层,106.66㎡,板楼,南 北,钢混结构,毛坯,一梯一户,自供暖,暂无数据,2021-04-28,商品房,2019-11-28,普通住宅,满两年,非共有,"
                                有抵押 560000万元 中国农业银行 业主自还
                              ",已上传房本照片
241,朗月轩,开发区,240,17217元/平米,3室2厅1厨2卫,高楼层 (共11层),139.4㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-05-04,商品房,2018-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
242,海颂园,东丽,160,16134元/平米,2室1厅1厨1卫,低楼层 (共32层),99.17㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,集中供暖,有,2023-05-28,商品房,2019-07-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
243,河怡花园,红桥,75,16203元/平米,1室1厅1厨1卫,低楼层 (共26层),46.29㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,三梯八户,集中供暖,有,2023-05-29,商品房,2020-05-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
244,泊湖林奇郡,静海,343,15872元/平米,5室2厅1厨4卫,低楼层 (共3层),216.11㎡,跃层,暂无数据,暂无数据,南,钢混结构,其他,一梯六户,暂无数据,暂无数据,2023-05-24,商品房,2017-01-26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
245,首创城,津南,148,14613元/平米,3室1厅1厨1卫,中楼层 (共6层),101.28㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,暂无数据,2023-06-14,商品房,2018-11-21,普通住宅,满两年,非共有,"
                                有抵押 88万元 业主自还
                              ",已上传房本照片
246,富泰兴园,红桥,82,15146元/平米,1室1厅1厨1卫,中楼层 (共7层),54.14㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-06-02,商品房,2007-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
247,垣焕里,河北,62,11435元/平米,1室1厅1厨1卫,高楼层 (共5层),54.22㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-05-24,商品房,2018-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
248,宝翠花都探景园,北辰,135,15012元/平米,2室1厅1厨1卫,高楼层 (共11层),89.93㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,集中供暖,有,2023-06-16,商品房,2011-05-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
249,恒大绿洲馨园,东丽,129,7569元/平米,4室2厅1厨2卫,高楼层 (共18层),170.44㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2023-05-27,商品房,2016-05-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
250,红山里,河西,170,28873元/平米,2室1厅1厨1卫,中楼层 (共7层),58.88㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-06-12,私产,2019-05-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
251,吾悦华府,津南,175,12188元/平米,4室2厅1厨2卫,高楼层 (共24层),143.59㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2023-05-31,商品房,2020-04-27,普通住宅,满两年,非共有,"
                                有抵押 100万元 中信 业主自还
                              ",已上传房本照片
252,米兰阳光花园,津南,94,9975元/平米,2室2厅1厨1卫,高楼层 (共9层),94.24㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,集中供暖,有,2023-06-08,商品房,2010-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
253,荣翠园,北辰,73,10186元/平米,2室1厅1厨1卫,低楼层 (共27层),71.67㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,集中供暖,有,2023-06-17,限价商品房,2007-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
254,秋实园,河东,239,26256元/平米,2室1厅1厨1卫,中楼层 (共6层),91.03㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,集中供暖,无,2023-06-12,商品房,2017-06-12,普通住宅,满五年,共有,"
                                有抵押 50万元
                              ",已上传房本照片
255,川江里,河西,109.6,31093元/平米,2室1厅1厨1卫,中楼层 (共6层),35.25㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,无,2023-06-13,商品房,2010-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
256,宜禾美嘉园,滨海新区,325,22938元/平米,3室2厅1厨2卫,高楼层 (共7层),141.69㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯两户,集中供暖,有,2023-04-26,商品房,2020-10-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
257,金泰丽舍,武清,110,12313元/平米,2室1厅1厨1卫,高楼层 (共26层),89.34㎡,平层,暂无数据,板楼,南 西北,钢混结构,精装,两梯五户,集中供暖,有,2023-06-09,商品房,2015-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
258,佳园南里,红桥,64,15921元/平米,1室1厅1厨1卫,低楼层 (共6层),40.2㎡,平层,暂无数据,板楼,西 东,混合结构,精装,一梯四户,集中供暖,无,2023-05-28,商品房,2021-06-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
259,月荣轩,开发区,258,18759元/平米,3室2厅1厨2卫,中楼层 (共33层),137.54㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-05,私产,2017-01-19,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
260,凯旋家园,宝坻,66,7284元/平米,2室1厅1厨1卫,高楼层 (共6层),90.62㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-06-27,商品房,2008-08-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
261,骊山里,河西,124,35963元/平米,1室1厅1厨1卫,低楼层 (共6层),34.48㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯五户,集中供暖,无,2023-06-13,商品房,2016-08-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
